Timestamp,What class are you filling out this survey for? Select all that apply.,What is your current class standing?, What is your age?,What is your ethnicity?,What gender do you identify as?,Select all that you identify with:,Who do you live with? ,"Do you currently live in a house, apartnment, or dorm? ",How many people live in your household?,What is your preferred domain of interest?,What is your second most preferred domain of interest?,How much free time would you say you have a day on average?,What hobbies/activities outside of general education did you enjoy before you entered college? Choose all that apply.,What hobbies/activities outside of general education do you enjoy during college? Choose all that apply.,Approximately how many hours a week on average do you spend on these hobbies/this hobby? ,What is your major? ,"After what event did you first think that you may want to major in computer science? (For example: After taking an AP CS class in high school, taking part in a coding competition, etc.)",When did you take your first CS or CS-related Class?,How many AP classes did you take during your high school?,What was your (unweighted) high school GPA?,What is your SAT score?,What is your ACT Score?,How many units are you taking this quarter?,What was the language that you wrote your first program in?, What is your range of cumulative GPA at UCR?,Do you have roommates that are part of your major?,I attended higher education because... [Most of my friends did as well],I attended higher education because... [It was the best choice for my career],I attended higher education because... [I wanted a career with a higher than average salary],I attended higher education because... [I wanted to have more college experiences],I attended higher education because... [I love learning],I attended higher education because... [Other],Did you attend a public or private high school?,What was your GPA your very first quarter at UCR?,What influenced your decision to choose your current major/department at UCR?,What was the most important thing when you considered attending UCR?,Did you complete an iEval evaluation last quarter(Fall or last quarter you attended)? Choose one that applies:,Do you leave comments on an iEval? Select all that apply:,"When filling out an iEval, which of the following statements resonate with your experience and approach? Select all that apply.",How much change do you believe iEvals will lead to in your class? ,Have you found ChatGPT to be more helpful for certain subjects or types of assignments? (Rank from least to most helpful)  [Math],Have you found ChatGPT to be more helpful for certain subjects or types of assignments? (Rank from least to most helpful)  [Biology],Have you found ChatGPT to be more helpful for certain subjects or types of assignments? (Rank from least to most helpful)  [Chemistry],Have you found ChatGPT to be more helpful for certain subjects or types of assignments? (Rank from least to most helpful)  [Physics],Have you found ChatGPT to be more helpful for certain subjects or types of assignments? (Rank from least to most helpful)  [Computer Science and Programming],Have you found ChatGPT to be more helpful for certain subjects or types of assignments? (Rank from least to most helpful)  [Language and Literature],Have you found ChatGPT to be more helpful for certain subjects or types of assignments? (Rank from least to most helpful)  [History and Social Studies],Have you found ChatGPT to be more helpful for certain subjects or types of assignments? (Rank from least to most helpful)  [Art and Music],Have you found ChatGPT to be more helpful for certain subjects or types of assignments? (Rank from least to most helpful)  [Buisness and Economics],Have you found ChatGPT to be more helpful for certain subjects or types of assignments? (Rank from least to most helpful)  [Engineering and Technology],Have you found ChatGPT to be more helpful for certain subjects or types of assignments? (Rank from least to most helpful)  [Health and Physical Education],Did you ever feel that using ChatGPT for school/course work prevents you from learning or understanding the course material? ,How many of your course instructors have explicitly allowed the use of ChatGPT for assignments? (Enter a number),Do you believe that tools like ChatGPT will become an essential part of education in the future?,What are your career plans right after graduation?,What are your long-term career plans?,Are you considering work-study or co-op programs as part of your educational plan?,Do you currently work?,How many hours do you work per week on average?,Do you work on or off campus?,Do you work in a department related to your major?,Do you have family members who have careers related to your career aspirations?,How confident are you in being able to secure a position in the tech industry or some field related to computer science?,How often if at all do you consider switching majors? ,"How many hours in a week do you prepare for your future career? (Leetcode, Personal Projects, Applications etc.)",How many internship/job applications have you sent out so far?,"Have you been accepted to any of these? If so, how many? If not, reply N/A",What is your total screen time per day?,At what age did you have your own personal smartphone?,How many of your friends use social media?,How many hours do you spend on social media on a typical day?,How often do you post content on your social media pages?,"How much do you agree with the following statement:

Seeing other people's posts makes me feel like my own life is not interesting enough.","How much do you agree with the following statement:

When I am doing something fun, I usually think about taking pictures so I can post about it later.","How much do you agree with the following statement:

I believe that people will only respect me as a peer if my social media presence reflects social standards.",How often are you using your phone in class?,What activities do you most frequently engage in on your phone if you are using it in class? (Select all that apply,What percentage of the time you are on your phone in class are you on social media or using it for entertainment?,What percentage of the time you are on you phone in class are you using it for work or productivity?,How often do you find yourself distracted by notifications while working or studying on your phone?,Does pressure to be constantly accessible via phone impact your ability to focus on tasks?,"During class sessions, how often do you use your phone for non-academic purposes (e.g., texting, social media, browsing)?",Do you respond to messages on your phone during class?,Do you prioritize your health?,How do you prioritize your health compared to your academic studies,How would you rate your current state of mental wellbeing?,On a scale of 1 - 5 how much did you experience imposter syndrome in your first quarter at UCR?,Do you believe that your housing situation affects your ability to participate in on-campus events and activities?,What is your primary mode of transportation to get to school? ,How long is your commute to school? (in minutes),How many miles is your daily commute to school (Approximately)? (you can write prefer not to answer if you do not know) ,How much time on average do you spend at school per day ,If you are living off-campus how much time on average do you spend at school?,When have you experienced imposter syndrome and was it frequent? (for each - 1 for no imposter syndrome to 5 for very frequently)  [In high school],When have you experienced imposter syndrome and was it frequent? (for each - 1 for no imposter syndrome to 5 for very frequently)  [College Freshmen],When have you experienced imposter syndrome and was it frequent? (for each - 1 for no imposter syndrome to 5 for very frequently)  [College Sophomore],When have you experienced imposter syndrome and was it frequent? (for each - 1 for no imposter syndrome to 5 for very frequently)  [College Junior],When have you experienced imposter syndrome and was it frequent? (for each - 1 for no imposter syndrome to 5 for very frequently)  [College Senior],When have you experienced imposter syndrome and was it frequent? (for each - 1 for no imposter syndrome to 5 for very frequently)  [Graduate School],"If you have experienced imposter syndrome, what is the first class at UCR that you experienced imposter syndrome in? If you have not, type “Never” (Example: CS 225)","If there are multiple classes contributing to your feeling of imposter syndrome, what other classes are they? If none, type “None”  (Example: CS 225)",How often do you eat out or order food delivery in a typical month?,How many ounces of coffee (with caffeine) drinks do you consume daily? ,"Do you drink other caffeinated beverages besides coffee, such as tea or cola?","For the above-mentioned caffeinated beverages other than coffee, how many servings do you consume on average per day? (One serving is 5oz or 150ml)",How frequently do you consume sugary snacks or sweets?,"Do you consume beverages with natural sugar, and if so, how many servings per week? (One serving is 5oz or 150ml)",Do you eat a lot of sweets?,How often do you eat out or eat fast food a week?,Where do you usually get your food? (Rank from where you frequent most to least) [Glascow/Lothian (Dining Halls)],Where do you usually get your food? (Rank from where you frequent most to least) [The Hub],Where do you usually get your food? (Rank from where you frequent most to least) [At home/bring meal from home],Where do you usually get your food? (Rank from where you frequent most to least) [Eating Out - Going and Getting],Where do you usually get your food? (Rank from where you frequent most to least) [Food Delivery],On a scale of 1-5 how healthy would you say your diet is? ,"Outside of the school year (ex. during summertime), do you cook your own meals in your free time?",What is your primary source of financial support? ,"Do you currently have a part-time job?
""If yes, approximately how many hours per week do you work?""",Do financial considerations play a role in your educational goals or choice of major?,"Are you stressed about your financial situation? If so, rate your stress:",How many minutes a day (on average) do you talk to your parents?,"You assist your friend with their homework but ask for help with your own assignment, which they refuse. Does this affect your friendship?",You and a friend were working on a project together and he takes your idea and gets all the credit for it. Would you continue being his friend?,"How much do you agree with the following statement:
I have a friend that I feel like truly cares about me.","In the last week, how many hours a week do you spend at social events that could lead to dating? (clubs, school events, etc)",Rank how much you participate in class based on these class size: [Lecture less than 100 students],Rank how much you participate in class based on these class size: [Lecture greater than 100 students],Rank how much you participate in class based on these class size: [Discussion/lab greater than 30 students],Rank how much you participate in class based on these class size: [Discussion/lab less than 30 students ],Do you prefer to work on class assignments with partners / groups or by yourself for assignments,Do you feel more comfortable asking questions when other students are asking questions?,Do you feel more comfortable taking a class when you know someone in that class already?,When classmates exhibit these behaviors does this affect your decision to also exhibit these behaviors (choose all that apply),What are behaviors that other students exhibit that limit your ability to do well in class? (Select all that apply),What is your favorite type of coffee? ,Did you enjoy reading fictional books/reading for leisure before you entered college?,How many fictional books have you read since you began college?,"Would you vote in the upcoming presidential election, regardless of eligibility (age, nationality, etc.)?",Can you name a few important events happening in the world right now (without looking online)?,How many minutes a week (on average) do you watch/read the news?,"(Let’s assume you have the money and some to afford a Tesla) Knowing Elon Musk's allegations regarding white pride, antisemitism, and transphobia, would you still purchase Tesla related products?","Knowing Kanye West’s anti semitic related actions and accusations of potential harassment, would you still have his music added to your phone?",(Given you have received a copy of Hogwarts Legacy as a gift. Would you play the game with the knowledge of J.K. Rowling’s LGBTQ and Trans views?
2/9/2024 20:12:14,CS105,Senior,23+,Hispanic or Latino,Male,First Generation Student,Neither,House,6,Cybersecurity,Software Engineering,<= 3 hours,"Gaming, Cooking, Sports","Cooking, Sports",0 - 10 hours,CS,Learning to program in high school,College,4,3.5 - 4.0,1200-1400,22-26,17,C++,2.5 - 3.0,No,6 (Least Important),1 (Most Important),1 (Most Important),5,3,,Public school,2.73,Interest/Passion,Academic Caliber,"Yes, I wanted to voice my opinion on professor/course.",When something is worth reporting,I would prefer a more convenient and user-friendly iEval process.,No Change,,,,,,,,,,,,No,3,Yes,Get into the Job Industry,Start a Company,No,Yes,5 - 10,Off-campus,No,No family in related fields/careers,3,1,1 - 3 hours,5,1,4 - 8 hrs per day,High School,Most,<1 hour,Never,3,1,1,2,"Work-related tasks, Communication (e.g., messaging, calls), Searching things up related to the class",(0 - 20)%,+81 %,Occasionally,4,Rarely,Rarely,Yes,2,4,4,Neutral,Personal car,10,3,3-4 hours,2 - 4,2,3,3,2,2,,,,Almost every day,1 - 8 ounces,pre workout,1 serving (5oz),Rarely,0 - 2 servings (0 - 10oz),No,2 - 3 times a week,5 (Least Frequent),4,2,2,5 (Least Frequent),3,Cook all meals when possible,Loans,8,Yes,3,10,Yes,No,2,Less than 5 hours,1 (Most likely to participate),4 (Least likely to participate),3,2,Alone,Yes,No,My behaviors are not influenced by classmates,"Condescending attitude, Doesn't listen to your ideas, Distracting behavior (on their phone, talking loudly, ect)",Hot latte or Cappuccino,No,0,Yes,palestine and israel conflict,30,,,
2/9/2024 20:16:34,CS105,Junior,20,Asian,Female,"Second Generation Student, In-State Student",Both,Apartment,4,Data Science,Algorithms,<= 3 hours,"Gaming, Reading, Playing/Doing some kind of sport or martial art, Art (Music, Dance, Creative art)","Gaming, Cooking, Art (Music, Dance, Creative art)",0 - 10 hours,Data Science,,High School,6,3.5 - 4.0,1400-1600,32-36,17,Java,3.5 - 4.0,Yes,2,1 (Most Important),1 (Most Important),1 (Most Important),4,,Public school,3.7,Parents,Academic Caliber,"Yes, I wanted to voice my opinion on professor/course.",Always,"I would prefer a more convenient and user-friendly iEval process., I take my time to fill out the iEvals",Some Change,,,,,,,,,,,,No,1,Yes,Get into the Job Industry,Get into the Job Industry,Not sure,No,,,,No family in related fields/careers,3,1,1 - 3 hours,30,N/A,8 - 12 hrs per day,Middle School,All,5 - 8 hours,A few times a year,3,2,1,3,"Social media, Entertainment (e.g., streaming videos, gaming), Communication (e.g., messaging, calls)",(61-80)%,(21-40)%,Frequently,3,Frequently,Frequently,Yes,3,2,5,Neutral,Walking,0,0,7-8 hours,Does not apply,5,5,5,,,,CS10B,"CS10C, Cs111, Cs166, cs105, stat11",Once or twice a month,1 - 8 ounces,I don’t drink,N/A,Rarely,0 - 2 servings (0 - 10oz),No,Once a week,5 (Least Frequent),5 (Least Frequent),1 (Most Frequent),3,2,2,Cook some of your meals (about ⅓ of your meals),Parents,,No,2,20,Yes,No,5,Less than 5 hours,3,4 (Least likely to participate),2,1 (Most likely to participate),Alone,Yes,Yes,"Go to Office hours, Raise their hands during class",Condescending attitude,Frappucino,No,,No,,,Yes,Yes,Yes
2/9/2024 20:18:55,CS105,Junior,23+,Asian,Female,"First Generation Student, International Student",Friends,House,4,Machine learning and Data mining,Software Engineering,<= 3 hours,"Cooking, Art (Music, Dance, Creative art), Meditation",Cooking,0 - 10 hours,CS,COVID,College,0,2.5 - 3.0,1400-1600,Took SAT,16,C++,3.5 - 4.0,No,5,2,1 (Most Important),2,1 (Most Important),,Public school,3.75,Salary,Location,"Yes, I wanted to voice my opinion on professor/course.",Always,"I would prefer fewer iEval questions., I give the highest evaluation to liked professors (all 5s)., I fill out the form with neutral bias., I take my time to fill out the iEvals",Some Change,1 (Least Helpful),1 (Least Helpful),1 (Least Helpful),1 (Least Helpful),5,5,4,2,2,4,2,No,1,Yes,If no job go to graduate school,Get into the Job Industry,No,No,,,,1 person in my immediate family (parent/legal guardian or sibling),5,1,1 - 3 hours,80,N/A,4 - 8 hrs per day,High School,All,<1 hour,Never,1,2,1,1,Does not apply,(0 - 20)%,(0 - 20)%,Occasionally,2,Rarely,Rarely,Yes,2,4,3,Disagree,Car and Scooter,10,1.5,5-6 hours,Does not apply,1,3,3,2,,,ENGR001,ENGR Series ,Once a week,1 - 8 ounces,I don’t drink,1 serving (5oz),Daily,,No,Once a week,1 (Most Frequent),3,5 (Least Frequent),4,2,4,Cook the majority of your meals (about ⅔ of your meals),Parents,,Yes,3,0.5,Yes,No,5,Less than 5 hours,1 (Most likely to participate),1 (Most likely to participate),1 (Most likely to participate),1 (Most likely to participate),Alone,Yes,Yes,My behaviors are not influenced by classmates,"Distracting behavior (on their phone, talking loudly, ect)",Black coffee,Yes,0,Yes,North Korea redefine their relationship with South Korea. ,45,Yes,Yes,Yes
2/9/2024 20:24:00,CS105,Senior,23+,White,Male,"First Generation Student, In-State Student, Disabled Student, Neurodivergent Student",Neither,Apartment,1,Embedded Systems,Algorithms,4 - 6 hours,"Gaming, Reading, Playing/Doing some kind of sport or martial art",Gaming,30 or more hours,CS,AP CS class in highschool,High School,3,3.5 - 4.0,1200-1400,Took SAT,12,Java,3.5 - 4.0,No,6 (Least Important),1 (Most Important),1 (Most Important),3,2,6 (Least Important),Public school,3.81,Job prospects,Price,"Yes. Class Incentive (e.g., extra credit or reward).","When something is wrong, When something is good, When something is worth reporting",I take my time to fill out the iEvals,No Change,4,3,3,3,5,3,3,3,3,5,3,No,1,Yes,Not Sure Yet,Get into the Job Industry,No,No,,,No,No family in related fields/careers,3,3,None,0,N/A,8 - 12 hrs per day,High School,Few,<1 hour,Never,1,1,3,1,Does not apply,(0 - 20)%,,Occasionally,1,Never,Never,Yes,1,5,3,Strongly agree,Walking,Live on Campus,0,3-4 hours,Does not apply,1,1,1,3,3,,CS 100,,Once a week,0 ounces (I don't drink coffee),Cola (caffeinated),4 serving (20oz),Daily,11+ servings (>55oz),Yes,Never,1 (Most Frequent),5 (Least Frequent),5 (Least Frequent),4,5 (Least Frequent),1,Not applicable (parents/others cook meals for you),Parents,,Yes,2,,Yes,No,5,15 - 20 hours,1 (Most likely to participate),1 (Most likely to participate),1 (Most likely to participate),1 (Most likely to participate),With a random partner,Yes,No,My behaviors are not influenced by classmates,"Distracting behavior (on their phone, talking loudly, ect)",Black coffee with creamer or milk,Yes,5,Yes,Yes,10,No,No,Yes
2/9/2024 20:26:16,CS105,Graduate,22,Asian,Male,In-State Student,Neither,Apartment,1,Machine learning and Data mining,Cybersecurity,<= 3 hours,"Gaming, Playing/Doing some kind of sport or martial art","Cooking, Playing/Doing some kind of sport or martial art",0 - 10 hours,CS,AP CS class,High School,13,3.5 - 4.0,1400-1600,32-36,12,Java,3.0 - 3.5,No,5,1 (Most Important),3,3,2,,Public school,3.23,Interest/Passion,Academic Caliber,No. Lack of incentives.,When something is worth reporting,"I would prefer fewer iEval questions., I would prefer a more convenient and user-friendly iEval process.",Some Change,1 (Least Helpful),1 (Least Helpful),2,2,2,1 (Least Helpful),1 (Least Helpful),1 (Least Helpful),1 (Least Helpful),1 (Least Helpful),1 (Least Helpful),No,2,Yes,Get into the Job Industry,Not Sure Yet,,Yes,10 - 20,Off-campus,Yes,1 person in my immediate family (parent/legal guardian or sibling),4,1,4 - 10 hours,100s,2,8 - 12 hrs per day,Middle School,All,<1 hour,Never,2,1,1,2,"Work-related tasks, Communication (e.g., messaging, calls)",(21-40)%,(61-80)%,Occasionally,3,Rarely,Rarely,Yes,4,4,2,Disagree,Personal car,5,1,7-8 hours,6 - 8,1,3,3,3,3,2,CS014,,Once a week,0 ounces (I don't drink coffee),I don’t drink,N/A,Once a week,0 - 2 servings (0 - 10oz),No,Once a week,5 (Least Frequent),4,1 (Most Frequent),2,5 (Least Frequent),3,Cook the majority of your meals (about ⅔ of your meals),Parents,20,Yes,3,5,Yes,Not sure,5,Less than 5 hours,2,2,2,2,Alone,Yes,Yes,,,Hot latte or Cappuccino,Yes,1,Yes,"Hamas/Israel war, Russia/Ukraine war, upcoming US election",45,Yes,Yes,Yes
2/9/2024 20:45:09,CS105,Junior,21,Prefer not to say,Prefer not to say,In-State Student,Both,Apartment,4,Robotics,Databases,4 - 6 hours,"Gaming, Playing/Doing some kind of sport or martial art, Art (Music, Dance, Creative art)","Cooking, Playing/Doing some kind of sport or martial art, Art (Music, Dance, Creative art)",20 - 30 hours,CSBA,"My brother tried it, so i tried it and actually liked it.",High School,3,3.0 - 3.5,Took ACT,32-36,17,Java,3.5 - 4.0,No,3,1 (Most Important),1 (Most Important),3,2,6 (Least Important),Public school,4,Interest/Passion,Academic Caliber,No. Too inconvenient or time-consuming.,I never fill out an iEval,I never fill out  iEvals,Minimal Change,3,4,3,3,5,5,5,3,5,5,5,No,2,Yes,Get into the Job Industry,Start a Company,Not sure,No,,,,2 or more in my immediate family (parents/legal guardians or siblings),3,3,1 - 3 hours,70,none,8 - 12 hrs per day,High School,Some,5 - 8 hours,Once or twice a year,1,1,1,5,"Social media, Entertainment (e.g., streaming videos, gaming), Communication (e.g., messaging, calls)",(21-40)%,(0 - 20)%,Occasionally,3,Frequently,Frequently,Yes,3,2,4,Disagree,Personal car,15,15,5-6 hours,Does not apply,4,2,3,2,,,CS 141,None,Once a week,0 ounces (I don't drink coffee),I don’t drink,N/A,Daily,5 - 8 servings (25 - 40oz),Yes,2 - 3 times a week,,3,1 (Most Frequent),2,2,2,Cook some of your meals (about ⅓ of your meals),Parents,no,Yes,4,3,Yes,Not sure,5,5 -10 hours,1 (Most likely to participate),1 (Most likely to participate),1 (Most likely to participate),1 (Most likely to participate),Alone,No,Yes,"Come to class, Go to Office hours","Condescending attitude, Doesn't take criticism well",Black coffee,Unsure,3,No,"Russian Invasion of Ukraine, Gaza Strip Controversy, ",10 minutes,No,No,No
2/9/2024 21:55:59,CS111,Sophomore,19,Asian,Female,"First Generation Student, In-State Student",Friends,Apartment,4,Data Science,Machine learning and Data Mining,<= 3 hours,"Gaming, Playing/Doing some kind of sport or martial art, Art (Music, Dance, Creative art)","Gaming, Playing/Doing some kind of sport or martial art, Art (Music, Dance, Creative art)",10 - 20 hours,Data Science,My father is in the IT industry.,High School,10,3.5 - 4.0,Prefer not to say,Prefer not to say,12,Javascript,3.5 - 4.0,No,2,2,2,2,5,,Public school,4,Parents,Price,"Yes. Class Incentive (e.g., extra credit or reward).",When something is worth reporting,I would prefer fewer iEval questions.,Minimal Change,3,3,3,3,4,4,4,2,4,4,2,No,0,Yes,Get into the Job Industry,Get into the Job Industry,No,No,,,,,3,2,1 - 3 hours,12,N/A,4 - 8 hrs per day,Middle School,Most,1 - 3 hours,Once a week,4,4,3,3,"Work-related tasks, Communication (e.g., messaging, calls)",(0 - 20)%,(21-40)%,Occasionally,4,Occasionally,Always,Yes,4,3,4,Agree,Walking,3,0.5,3-4 hours,Does not apply,3,4,4,1,1,1,ENGL001A,CS10C,Once a week,1 - 8 ounces,I don’t drink,N/A,Several times a week,0 - 2 servings (0 - 10oz),No,Never,5 (Least Frequent),5 (Least Frequent),1 (Most Frequent),4,5 (Least Frequent),3,Cook all meals when possible,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/9/2024 21:58:35,CS111,Sophomore,20,Asian,Male,"Second Generation Student, In-State Student",Neither,Apartment,4,Embedded Systems,Cybersecurity,<= 3 hours,Gaming,"Gaming, Reading, Playing/Doing some kind of sport or martial art, Art (Music, Dance, Creative art)",0 - 10 hours,CEN,Took AP CS in high school.,High School,9,3.5 - 4.0,1200-1400,Took SAT,16,Java,3.5 - 4.0,Yes,4,1 (Most Important),1 (Most Important),1 (Most Important),2,,Private school,4,Interest/Passion,Academic Caliber,"Yes, I wanted to voice my opinion on professor/course.",When something is worth reporting,"I would prefer fewer iEval questions., I would prefer a more convenient and user-friendly iEval process., I fill out the form with neutral bias.",Minimal Change,1 (Least Helpful),1 (Least Helpful),1 (Least Helpful),1 (Least Helpful),1 (Least Helpful),1 (Least Helpful),1 (Least Helpful),1 (Least Helpful),1 (Least Helpful),1 (Least Helpful),1 (Least Helpful),No,0,Unsure,Attend Grad School,Get into the Job Industry,Yes,No,,,,No family in related fields/careers,2,1,None,A lot,N/A,0 - 4 hrs per day,Middle School,All,1 - 3 hours,A few times a year,4,2,3,4,"Social media, Work-related tasks, Entertainment (e.g., streaming videos, gaming), Communication (e.g., messaging, calls)",(21-40)%,(0 - 20)%,Frequently,2,Frequently,Frequently,Yes,3,4,2,Neutral,Walking,,,7-8 hours,,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/9/2024 22:02:49,CS111,Junior,20,Asian,Male,First Generation Student,Friends,House,6,Machine learning and Data mining,Not sure,<= 3 hours,"Gaming, Playing/Doing some kind of sport or martial art","Gaming, Playing/Doing some kind of sport or martial art",0 - 10 hours,CEN,Building my first computer,Middle School,4,3.0 - 3.5,1200-1400,Took SAT,17,C++,2.5 - 3.0,No,2,2,2,4,4,6 (Least Important),Public school,3.4,Interest/Passion,Price,"Yes, I wanted to voice my opinion on professor/course.",When something is worth reporting,"I would prefer fewer iEval questions., I would prefer a more convenient and user-friendly iEval process.",Considerable Change,3,4,2,4,3,3,4,1 (Least Helpful),3,4,1 (Least Helpful),Unsure,1,Yes,Get into the Job Industry,Start a Company,Yes,Yes,10 - 20,On-campus,No,No family in related fields/careers,3,4,1 - 3 hours,2,N/A,8 - 12 hrs per day,Middle School,Most,3 - 5 hours,A few times a year,4,3,1,4,"Work-related tasks, Entertainment (e.g., streaming videos, gaming)",(21-40)%,+81 %,Occasionally,4,Occasionally,Frequently,Yes,4,2,3,Agree,Walking,15,1,5-6 hours,Does not apply,1,1,3,4,,,CS061,CS10C,Once a week,0 ounces (I don't drink coffee),Cola (caffeinated),1 serving (5oz),Several times a week,2 - 5 servings (10 - 25oz),No,2 - 3 times a week,5 (Least Frequent),2,3,2,3,3,Cook the majority of your meals (about ⅔ of your meals),Parents,12,Yes,4,30,Yes,Not sure,5,Less than 5 hours,2,4 (Least likely to participate),3,2,Alone,Yes,Yes,"Come to class, Taking notes","Asking a lot of questions, Distracting behavior (on their phone, talking loudly, ect)",Black coffee with creamer or milk,No,0,Yes,No,10,Yes,No,Yes
2/9/2024 22:08:43,CS111,Senior,22,Hispanic or Latino,Male,First Generation Student,Family,House,5,Game Development,Software Engineering,4 - 6 hours,"Gaming, Reading","Gaming, Reading, Playing/Doing some kind of sport or martial art",0 - 10 hours,CS,AP CS class in high school,High School,4,3.0 - 3.5,Prefer not to say,Took SAT,12,Scratch or another block based language,3.0 - 3.5,No,6 (Least Important),2,2,5,2,3,Public school,,Parents,Location,"Yes. Class Incentive (e.g., extra credit or reward).",When something is good,I would prefer fewer iEval questions.,Some Change,1 (Least Helpful),3,3,3,2,4,3,3,3,2,3,Unsure,2,Unsure,Not Sure Yet,Not Sure Yet,Yes,Yes,1 - 5,On-campus,No,No family in related fields/careers,2,4,1 - 3 hours,20,N/A,4 - 8 hrs per day,Middle School,Some,1 - 3 hours,Never,1,1,1,2,"Communication (e.g., messaging, calls)",(0 - 20)%,+81 %,Almost always,2,Rarely,Rarely,No,5,3,5,Agree,Personal car,30-60,prefer not to answer,5-6 hours,4 - 6,2,3,4,5,5,1,CS 111,,Once a week,9 - 16 ounces,Just coffe,2 serving (10oz),Rarely,0 - 2 servings (0 - 10oz),No,Once a week,5 (Least Frequent),5 (Least Frequent),1 (Most Frequent),5 (Least Frequent),5 (Least Frequent),3,Not applicable (parents/others cook meals for you),Scholarships,1-5,Yes,3,,Yes,No,4,Less than 5 hours,1 (Most likely to participate),4 (Least likely to participate),4 (Least likely to participate),1 (Most likely to participate),With a random partner,No,Yes,"Go to Office hours, Taking notes","Condescending attitude, Doesn't take criticism well, Doesn't listen to your ideas, Distracting behavior (on their phone, talking loudly, ect)",Frappucino,Yes,100,No,Palestine vs Israel,30,Prefer not to answer,Prefer not to answer,Prefer not to answer
